typeURI;assetId.identificator;assetId.toegekendDoor;geometry
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Boom;2c73a9fc-5c03-4ccf-8e5d-7aa03724c06a;;POINT Z (241659.101 190133.809 59.533)
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Boom;9f1ffb95-eb27-4015-8736-a4dbbd848e4d;;POINT Z (241573.476 190071.737 63.257)
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Boom;398ff1b4-b130-4e31-b536-f8ed63a2f8b1;;POINT Z (241616.413 190116.374 61.342)
https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Boom;d13655d7-4915-4998-98b0-b04b4f20c8bc;;POINT Z (241619.997 190137.803 61.272)
