"uuid";"uri";"lengte_wkt_string";"databron"
"4c3710ac-fa56-486c-9e6c-423ea6a6cb55";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderbouw";222652;"OTL; LGC"
"74e4d24c-9081-49dd-a976-7a202b1792e1";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderbouw";110057;"OTL; LGC"
"6a9a7633-a941-49cb-8165-e65785a20de2";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderbouw";120632;"OTL; LGC"
"4cb0ed96-3573-42cf-ba4b-a4a1e4d585fb";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderbouw";207239;"OTL; LGC"
"e01257c6-3cc6-4c06-b489-c9b553a1cb14";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderbouw";260217;"LGC"
"64e97ba8-cc81-4dcf-9f99-2577e88dda19";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderbouw";223340;"OTL; LGC"
"db307e99-0db0-4a20-bd13-3bcf3800aefa";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderbouw";279959;"LGC"
"666d91cb-2b64-452f-9a34-96c6a07770f6";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderbouw";108817;"OTL; LGC"
"19ef7178-7054-4329-81eb-589b14d76abc";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";37678;"LGC; OTL"
"19225f52-9b80-46fb-a7d9-7cec0cad22bc";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";68473;"LGC; OTL"
"c22ddfbe-4a22-42cd-b24a-5ecce0bbadc2";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";74981;"LGC; OTL"
"e2a65c51-d3ad-4a4c-943a-33cc0db59b23";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";52485;"LGC; OTL"
"f9a78b3f-7d86-4336-9310-2eae399ecc25";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";39199;"LGC; OTL"
"3c653518-f9c8-485d-87fa-cf1f96795c01";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";50437;"LGC; OTL"
"176fc3ad-975e-4966-9e75-2db0b692c76c";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";46281;"LGC; OTL"
"faace5b6-9a49-4a3a-b793-77e5fbecdc07";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";50468;"LGC; OTL"
"cba2b175-b952-4ce1-b75d-4c1f19f19139";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";78434;"LGC; OTL"
"2e2d4d1d-1a65-4652-8921-d2d249b123c4";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";39732;"LGC; OTL"
"fd8eea5b-08ea-495d-9f03-dd48bfe50a3c";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";71585;"LGC; OTL"
"1163c74f-bbb5-40af-92f1-65c119450f6a";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";55377;"LGC; OTL"
"0c2a5082-1d1c-4f64-9b2c-520d76501781";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";37376;"LGC; OTL"
"089bd3eb-fb4c-41b7-887a-c24d51e577da";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";59584;"LGC; OTL"
"08740dad-9498-4800-ae30-b6a6d2f00085";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";36617;"LGC; OTL"
"db2a7423-cf10-4d6d-8506-8a7016792375";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";48327;"LGC; OTL"
"96d598fb-6511-4e8c-81df-d250b3af8769";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";54838;"LGC; OTL"
"6edc4f9d-730c-4763-b8d8-cb53deecc594";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";59357;"LGC; OTL"
"9c992d00-ccfe-4e9d-bb1e-4f54e545bf17";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";43893;"LGC; OTL"
"a686c0a7-2a96-4af5-81bc-b6af7f2e50c5";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";50460;"LGC; OTL"
"06bdc29e-235c-4646-a253-d0b1fefb6749";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";52569;"LGC; OTL"
"de8d8fd5-b61a-4603-b464-d7113653639c";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";60840;"LGC; OTL"
"64bc081c-782e-4616-9f02-6b41bbb443a1";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";39743;"LGC; OTL"
"b0a9ef0c-6f6b-472d-8b8f-e852a82ca1c7";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";47344;"LGC; OTL"
"64b33112-7048-4b30-b8ba-b790a7917e44";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";76777;"LGC; OTL"
"b17b05b5-430a-4e42-80ec-d4cf5ccfb887";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";73364;"LGC; OTL"
"5faae04a-5175-4403-ab89-cc18c0415e09";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";48089;"LGC; OTL"
"5f23fca3-7df8-4314-b224-fa05c62769fb";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";42058;"LGC; OTL"
"bbc8b242-fc1c-4fd0-9a4b-c3eadd0d44aa";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";46175;"LGC; OTL"
"5257ee01-95b6-4fa3-9b56-e533cddb7761";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Onderdoorboring";40796;"LGC; OTL"
"ed19a81c-1e9e-42d3-90f8-b9feed3e8117";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Signaalkabel";48476;"LGC; OTL"
"2b8a301c-ed8e-4a2b-8103-57024f916fb3";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Signaalkabel";48476;"LGC; OTL"
"5c1d1c04-3785-477f-8346-3a08e703bdfd";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Sleuf";61658;"LGC; OTL"
"9fd83853-0f5e-48ba-b41b-e33afbb74897";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#TrottoirbandStd";167273;"OTL; LGC"
"2b5fd2e4-4196-46b3-954a-26af5a79b0a8";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#TrottoirbandStd";106406;"OTL; LGC"
"63d7fbed-dc61-490d-af2c-75a4dd85cd43";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Voedingskabel";48476;"LGC; OTL"
"d428585b-9edb-4d29-9fdb-f9e7b91aeb5a";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Voedingskabel";68518;"LGC; OTL"
"162d82a9-2a3d-4b81-b74a-b99538d24824";"https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Voedingskabel";35654;"LGC; OTL"
