;bron.@id;bron.@type;@type;@id;RelatieObject.bron;RelatieObject.doel;RelatieObject.typeURI;RelatieObject.doelAssetId;RelatieObject.assetId;RelatieObject.bronAssetId;AIMDBStatus.isActief;RelatieObject.bron.@type;RelatieObject.bron.@id;RelatieObject.bron.uuid;RelatieObject.doel.@type;RelatieObject.doel.@id;RelatieObject.doel.uuid;doel.@id;doel.@type;doel.loc:Locatie.geometrie
395;https://data.awvvlaanderen.be/id/asset/f4ec1579-8dbf-4172-8cce-7bf41e3d2925-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/7819b4f6-5c9c-40cf-b9ed-dc8fc8bfb5fe-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/f4ec1579-8dbf-4172-8cce-7bf41e3d2925-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/e5280fb5-7fe6-43f1-9670-6c9133a4c012-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.identificator': 'e5280fb5-7fe6-43f1-9670-6c9133a4c012-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '7819b4f6-5c9c-40cf-b9ed-dc8fc8bfb5fe-b25kZXJkZWVsI0JldmVzdGlnaW5n', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': 'f4ec1579-8dbf-4172-8cce-7bf41e3d2925-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/f4ec1579-8dbf-4172-8cce-7bf41e3d2925-b25kZXJkZWVsI05ldHdlcmtrYWFydA;f4ec1579-8dbf-4172-8cce-7bf41e3d2925;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/e5280fb5-7fe6-43f1-9670-6c9133a4c012-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;e5280fb5-7fe6-43f1-9670-6c9133a4c012;https://data.awvvlaanderen.be/id/asset/e5280fb5-7fe6-43f1-9670-6c9133a4c012-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
402;https://data.awvvlaanderen.be/id/asset/10f76366-0c9c-46b3-b66b-4e5f972d097c-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/c806902b-29fb-47ac-a8d0-75c32b111d8d-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/10f76366-0c9c-46b3-b66b-4e5f972d097c-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/3133018b-1e93-49e9-a8de-7c8bf6cae916-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.identificator': '3133018b-1e93-49e9-a8de-7c8bf6cae916-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': 'c806902b-29fb-47ac-a8d0-75c32b111d8d-b25kZXJkZWVsI0JldmVzdGlnaW5n', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '10f76366-0c9c-46b3-b66b-4e5f972d097c-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/10f76366-0c9c-46b3-b66b-4e5f972d097c-b25kZXJkZWVsI05ldHdlcmtrYWFydA;10f76366-0c9c-46b3-b66b-4e5f972d097c;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/3133018b-1e93-49e9-a8de-7c8bf6cae916-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;3133018b-1e93-49e9-a8de-7c8bf6cae916;https://data.awvvlaanderen.be/id/asset/3133018b-1e93-49e9-a8de-7c8bf6cae916-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
403;https://data.awvvlaanderen.be/id/asset/1215f31c-ed62-43e4-97f0-8dcdb5de7176-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/4c426575-2a38-413e-84b7-57f55ebf4bbc-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/1215f31c-ed62-43e4-97f0-8dcdb5de7176-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/28430ec5-1919-4d19-80e2-9c21dcf1c09f-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.identificator': '28430ec5-1919-4d19-80e2-9c21dcf1c09f-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '4c426575-2a38-413e-84b7-57f55ebf4bbc-b25kZXJkZWVsI0JldmVzdGlnaW5n', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '1215f31c-ed62-43e4-97f0-8dcdb5de7176-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/1215f31c-ed62-43e4-97f0-8dcdb5de7176-b25kZXJkZWVsI05ldHdlcmtrYWFydA;1215f31c-ed62-43e4-97f0-8dcdb5de7176;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/28430ec5-1919-4d19-80e2-9c21dcf1c09f-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;28430ec5-1919-4d19-80e2-9c21dcf1c09f;https://data.awvvlaanderen.be/id/asset/28430ec5-1919-4d19-80e2-9c21dcf1c09f-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
409;https://data.awvvlaanderen.be/id/asset/275d25c3-5bbb-4e73-a746-f20c563324e7-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/5a4a8bf9-6203-433f-aa3d-864f96ddb6ce-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/275d25c3-5bbb-4e73-a746-f20c563324e7-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/b6dbe498-7c21-42d0-8284-221fe06fc48f-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.identificator': 'b6dbe498-7c21-42d0-8284-221fe06fc48f-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '5a4a8bf9-6203-433f-aa3d-864f96ddb6ce-b25kZXJkZWVsI0JldmVzdGlnaW5n', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '275d25c3-5bbb-4e73-a746-f20c563324e7-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/275d25c3-5bbb-4e73-a746-f20c563324e7-b25kZXJkZWVsI05ldHdlcmtrYWFydA;275d25c3-5bbb-4e73-a746-f20c563324e7;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/b6dbe498-7c21-42d0-8284-221fe06fc48f-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;b6dbe498-7c21-42d0-8284-221fe06fc48f;https://data.awvvlaanderen.be/id/asset/b6dbe498-7c21-42d0-8284-221fe06fc48f-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
411;https://data.awvvlaanderen.be/id/asset/2ab5fb71-8933-4902-8ac4-1b148eba9718-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/4cc68d67-e3d2-44c1-8f44-cfd7b867d6a4-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/2ab5fb71-8933-4902-8ac4-1b148eba9718-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/5c78e516-d7ee-4532-961b-8392f6ea3905-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.identificator': '5c78e516-d7ee-4532-961b-8392f6ea3905-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '4cc68d67-e3d2-44c1-8f44-cfd7b867d6a4-b25kZXJkZWVsI0JldmVzdGlnaW5n', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '2ab5fb71-8933-4902-8ac4-1b148eba9718-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/2ab5fb71-8933-4902-8ac4-1b148eba9718-b25kZXJkZWVsI05ldHdlcmtrYWFydA;2ab5fb71-8933-4902-8ac4-1b148eba9718;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/5c78e516-d7ee-4532-961b-8392f6ea3905-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;5c78e516-d7ee-4532-961b-8392f6ea3905;https://data.awvvlaanderen.be/id/asset/5c78e516-d7ee-4532-961b-8392f6ea3905-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
412;https://data.awvvlaanderen.be/id/asset/30875fb6-57b9-4948-9202-b088404b1e88-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/967f2514-f28c-40c2-a358-398833095682-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/30875fb6-57b9-4948-9202-b088404b1e88-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/7be4fd35-61a2-4f0a-99b0-b080bd4d97ae-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.identificator': '7be4fd35-61a2-4f0a-99b0-b080bd4d97ae-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '967f2514-f28c-40c2-a358-398833095682-b25kZXJkZWVsI0JldmVzdGlnaW5n', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '30875fb6-57b9-4948-9202-b088404b1e88-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/30875fb6-57b9-4948-9202-b088404b1e88-b25kZXJkZWVsI05ldHdlcmtrYWFydA;30875fb6-57b9-4948-9202-b088404b1e88;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/7be4fd35-61a2-4f0a-99b0-b080bd4d97ae-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;7be4fd35-61a2-4f0a-99b0-b080bd4d97ae;https://data.awvvlaanderen.be/id/asset/7be4fd35-61a2-4f0a-99b0-b080bd4d97ae-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
413;https://data.awvvlaanderen.be/id/asset/30d02cfd-f294-4946-b2ab-99c6e7fe4ad7-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/b4ed907a-e0fc-402a-a5a9-2fce94454c61-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/30d02cfd-f294-4946-b2ab-99c6e7fe4ad7-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/1193822e-b535-4028-9766-7eda4b344a03-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.identificator': '1193822e-b535-4028-9766-7eda4b344a03-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': 'b4ed907a-e0fc-402a-a5a9-2fce94454c61-b25kZXJkZWVsI0JldmVzdGlnaW5n', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '30d02cfd-f294-4946-b2ab-99c6e7fe4ad7-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/30d02cfd-f294-4946-b2ab-99c6e7fe4ad7-b25kZXJkZWVsI05ldHdlcmtrYWFydA;30d02cfd-f294-4946-b2ab-99c6e7fe4ad7;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/1193822e-b535-4028-9766-7eda4b344a03-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;1193822e-b535-4028-9766-7eda4b344a03;https://data.awvvlaanderen.be/id/asset/1193822e-b535-4028-9766-7eda4b344a03-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
418;https://data.awvvlaanderen.be/id/asset/3d09d467-e132-416a-8ef6-a70ee1a1ba5d-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/c4da7b82-9f08-491a-9049-b1873affb0c8-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/3d09d467-e132-416a-8ef6-a70ee1a1ba5d-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.identificator': '5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': 'c4da7b82-9f08-491a-9049-b1873affb0c8-b25kZXJkZWVsI0JldmVzdGlnaW5n', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '3d09d467-e132-416a-8ef6-a70ee1a1ba5d-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/3d09d467-e132-416a-8ef6-a70ee1a1ba5d-b25kZXJkZWVsI05ldHdlcmtrYWFydA;3d09d467-e132-416a-8ef6-a70ee1a1ba5d;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;5d82ea5c-9abc-4002-9945-363529cb5f0d;https://data.awvvlaanderen.be/id/asset/5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
419;https://data.awvvlaanderen.be/id/asset/3eec93e9-0e91-414e-9ba8-1b605344e9bd-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/88020515-4883-4c39-bb8f-f58e57a0de68-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/3eec93e9-0e91-414e-9ba8-1b605344e9bd-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/7be4fd35-61a2-4f0a-99b0-b080bd4d97ae-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.identificator': '7be4fd35-61a2-4f0a-99b0-b080bd4d97ae-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '88020515-4883-4c39-bb8f-f58e57a0de68-b25kZXJkZWVsI0JldmVzdGlnaW5n', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '3eec93e9-0e91-414e-9ba8-1b605344e9bd-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/3eec93e9-0e91-414e-9ba8-1b605344e9bd-b25kZXJkZWVsI05ldHdlcmtrYWFydA;3eec93e9-0e91-414e-9ba8-1b605344e9bd;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/7be4fd35-61a2-4f0a-99b0-b080bd4d97ae-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;7be4fd35-61a2-4f0a-99b0-b080bd4d97ae;https://data.awvvlaanderen.be/id/asset/7be4fd35-61a2-4f0a-99b0-b080bd4d97ae-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
424;https://data.awvvlaanderen.be/id/asset/52d58912-ccea-4349-9afd-dd6c4e77b92c-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/740278f5-673f-4a00-b8c4-386c683e8f42-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/52d58912-ccea-4349-9afd-dd6c4e77b92c-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/e2bdb09a-90c4-4f7e-9c94-0f1814ec2295-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.identificator': 'e2bdb09a-90c4-4f7e-9c94-0f1814ec2295-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '740278f5-673f-4a00-b8c4-386c683e8f42-b25kZXJkZWVsI0JldmVzdGlnaW5n', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '52d58912-ccea-4349-9afd-dd6c4e77b92c-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/52d58912-ccea-4349-9afd-dd6c4e77b92c-b25kZXJkZWVsI05ldHdlcmtrYWFydA;52d58912-ccea-4349-9afd-dd6c4e77b92c;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/e2bdb09a-90c4-4f7e-9c94-0f1814ec2295-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;e2bdb09a-90c4-4f7e-9c94-0f1814ec2295;https://data.awvvlaanderen.be/id/asset/e2bdb09a-90c4-4f7e-9c94-0f1814ec2295-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
433;https://data.awvvlaanderen.be/id/asset/a5b9d988-55e0-4bbc-b3fd-6643c723ca63-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/559e74fd-769e-46fb-bba5-f5432451712b-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/a5b9d988-55e0-4bbc-b3fd-6643c723ca63-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/a730ab84-675f-4e33-b04b-f96478046f22-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.identificator': 'a730ab84-675f-4e33-b04b-f96478046f22-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '559e74fd-769e-46fb-bba5-f5432451712b-b25kZXJkZWVsI0JldmVzdGlnaW5n', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': 'a5b9d988-55e0-4bbc-b3fd-6643c723ca63-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/a5b9d988-55e0-4bbc-b3fd-6643c723ca63-b25kZXJkZWVsI05ldHdlcmtrYWFydA;a5b9d988-55e0-4bbc-b3fd-6643c723ca63;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/a730ab84-675f-4e33-b04b-f96478046f22-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;a730ab84-675f-4e33-b04b-f96478046f22;https://data.awvvlaanderen.be/id/asset/a730ab84-675f-4e33-b04b-f96478046f22-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
