;bron.@id;bron.@type;@type;@id;RelatieObject.bron;RelatieObject.doel;RelatieObject.typeURI;RelatieObject.doelAssetId;RelatieObject.assetId;RelatieObject.bronAssetId;AIMDBStatus.isActief;RelatieObject.bron.@type;RelatieObject.bron.@id;RelatieObject.bron.uuid;RelatieObject.doel.@type;RelatieObject.doel.@id;RelatieObject.doel.uuid;doel.@id;doel.@type;doel.loc:Locatie.geometrie
75;https://data.awvvlaanderen.be/id/asset/d02ffd4e-1e34-4ff4-9731-b07fbc608148-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/479e772f-e5f8-4d19-ad4d-f254724b376a-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/d02ffd4e-1e34-4ff4-9731-b07fbc608148-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/1ea63027-5a7a-497c-b947-b3955c27821c-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '1ea63027-5a7a-497c-b947-b3955c27821c-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '479e772f-e5f8-4d19-ad4d-f254724b376a-b25kZXJkZWVsI0JldmVzdGlnaW5n'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': 'd02ffd4e-1e34-4ff4-9731-b07fbc608148-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/d02ffd4e-1e34-4ff4-9731-b07fbc608148-b25kZXJkZWVsI05ldHdlcmtrYWFydA;d02ffd4e-1e34-4ff4-9731-b07fbc608148;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/1ea63027-5a7a-497c-b947-b3955c27821c-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;1ea63027-5a7a-497c-b947-b3955c27821c;https://data.awvvlaanderen.be/id/asset/1ea63027-5a7a-497c-b947-b3955c27821c-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
77;https://data.awvvlaanderen.be/id/asset/d38f796b-5bc3-4553-8125-9eeafb439932-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/5ae96748-704d-4f1e-b721-6a3711853185-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/d38f796b-5bc3-4553-8125-9eeafb439932-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/b3fbd51d-4cf0-4bb9-8ee1-fc0adfbc8f58-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': 'b3fbd51d-4cf0-4bb9-8ee1-fc0adfbc8f58-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '5ae96748-704d-4f1e-b721-6a3711853185-b25kZXJkZWVsI0JldmVzdGlnaW5n'};{'DtcIdentificator.identificator': 'd38f796b-5bc3-4553-8125-9eeafb439932-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/d38f796b-5bc3-4553-8125-9eeafb439932-b25kZXJkZWVsI05ldHdlcmtrYWFydA;d38f796b-5bc3-4553-8125-9eeafb439932;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/b3fbd51d-4cf0-4bb9-8ee1-fc0adfbc8f58-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;b3fbd51d-4cf0-4bb9-8ee1-fc0adfbc8f58;https://data.awvvlaanderen.be/id/asset/b3fbd51d-4cf0-4bb9-8ee1-fc0adfbc8f58-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
84;https://data.awvvlaanderen.be/id/asset/de3c35ea-5918-4340-abe3-bb57bed03adc-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/432168be-3c5e-4ccf-8044-cd8a200e3c2d-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/de3c35ea-5918-4340-abe3-bb57bed03adc-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/6cb311ac-89a8-47d4-b0f0-1f06720206c6-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '6cb311ac-89a8-47d4-b0f0-1f06720206c6-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.identificator': '432168be-3c5e-4ccf-8044-cd8a200e3c2d-b25kZXJkZWVsI0JldmVzdGlnaW5n', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': 'de3c35ea-5918-4340-abe3-bb57bed03adc-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/de3c35ea-5918-4340-abe3-bb57bed03adc-b25kZXJkZWVsI05ldHdlcmtrYWFydA;de3c35ea-5918-4340-abe3-bb57bed03adc;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/6cb311ac-89a8-47d4-b0f0-1f06720206c6-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;6cb311ac-89a8-47d4-b0f0-1f06720206c6;https://data.awvvlaanderen.be/id/asset/6cb311ac-89a8-47d4-b0f0-1f06720206c6-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
87;https://data.awvvlaanderen.be/id/asset/e3187fd0-d8d5-43de-972d-dda5c9a001a5-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/45e335a3-755d-47e4-bb5f-60d3921ecb86-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/e3187fd0-d8d5-43de-972d-dda5c9a001a5-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/2868cf69-db45-4d96-9942-5ab4ea5c6451-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.identificator': '2868cf69-db45-4d96-9942-5ab4ea5c6451-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '45e335a3-755d-47e4-bb5f-60d3921ecb86-b25kZXJkZWVsI0JldmVzdGlnaW5n'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': 'e3187fd0-d8d5-43de-972d-dda5c9a001a5-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/e3187fd0-d8d5-43de-972d-dda5c9a001a5-b25kZXJkZWVsI05ldHdlcmtrYWFydA;e3187fd0-d8d5-43de-972d-dda5c9a001a5;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/2868cf69-db45-4d96-9942-5ab4ea5c6451-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;2868cf69-db45-4d96-9942-5ab4ea5c6451;https://data.awvvlaanderen.be/id/asset/2868cf69-db45-4d96-9942-5ab4ea5c6451-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
91;https://data.awvvlaanderen.be/id/asset/e510bf11-98df-45cc-8556-fefa46479128-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/34158430-b332-4d9c-b1f0-7cf74e66e7e2-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/e510bf11-98df-45cc-8556-fefa46479128-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '34158430-b332-4d9c-b1f0-7cf74e66e7e2-b25kZXJkZWVsI0JldmVzdGlnaW5n'};{'DtcIdentificator.identificator': 'e510bf11-98df-45cc-8556-fefa46479128-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/e510bf11-98df-45cc-8556-fefa46479128-b25kZXJkZWVsI05ldHdlcmtrYWFydA;e510bf11-98df-45cc-8556-fefa46479128;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;5d82ea5c-9abc-4002-9945-363529cb5f0d;https://data.awvvlaanderen.be/id/asset/5d82ea5c-9abc-4002-9945-363529cb5f0d-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
113;https://data.awvvlaanderen.be/id/asset/1d61b6f8-e883-4126-925e-c37a3999e7c5-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/599c7f06-500e-4f1e-bcd7-06af7b4d5c40-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/1d61b6f8-e883-4126-925e-c37a3999e7c5-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/8d9925dd-33f6-4d64-a562-6df1c7480df1-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '8d9925dd-33f6-4d64-a562-6df1c7480df1-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '599c7f06-500e-4f1e-bcd7-06af7b4d5c40-b25kZXJkZWVsI0JldmVzdGlnaW5n'};{'DtcIdentificator.identificator': '1d61b6f8-e883-4126-925e-c37a3999e7c5-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/1d61b6f8-e883-4126-925e-c37a3999e7c5-b25kZXJkZWVsI05ldHdlcmtrYWFydA;1d61b6f8-e883-4126-925e-c37a3999e7c5;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/8d9925dd-33f6-4d64-a562-6df1c7480df1-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;8d9925dd-33f6-4d64-a562-6df1c7480df1;https://data.awvvlaanderen.be/id/asset/8d9925dd-33f6-4d64-a562-6df1c7480df1-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
118;https://data.awvvlaanderen.be/id/asset/20ee5142-60e0-43e0-990f-579e19a389b5-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/46c717e2-6544-4ce3-af9b-da1d5fdf5ec9-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/20ee5142-60e0-43e0-990f-579e19a389b5-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/2868cf69-db45-4d96-9942-5ab4ea5c6451-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '2868cf69-db45-4d96-9942-5ab4ea5c6451-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '46c717e2-6544-4ce3-af9b-da1d5fdf5ec9-b25kZXJkZWVsI0JldmVzdGlnaW5n'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '20ee5142-60e0-43e0-990f-579e19a389b5-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/20ee5142-60e0-43e0-990f-579e19a389b5-b25kZXJkZWVsI05ldHdlcmtrYWFydA;20ee5142-60e0-43e0-990f-579e19a389b5;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/2868cf69-db45-4d96-9942-5ab4ea5c6451-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;2868cf69-db45-4d96-9942-5ab4ea5c6451;https://data.awvvlaanderen.be/id/asset/2868cf69-db45-4d96-9942-5ab4ea5c6451-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
122;https://data.awvvlaanderen.be/id/asset/2d746897-3c8e-4fd0-abb3-7b5e492c28de-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/3c1b8796-90bd-4b59-a555-2b504d54393c-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/2d746897-3c8e-4fd0-abb3-7b5e492c28de-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/0695566d-7d4f-4f5c-bd77-d25f220b2318-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '0695566d-7d4f-4f5c-bd77-d25f220b2318-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.identificator': '3c1b8796-90bd-4b59-a555-2b504d54393c-b25kZXJkZWVsI0JldmVzdGlnaW5n', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '2d746897-3c8e-4fd0-abb3-7b5e492c28de-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/2d746897-3c8e-4fd0-abb3-7b5e492c28de-b25kZXJkZWVsI05ldHdlcmtrYWFydA;2d746897-3c8e-4fd0-abb3-7b5e492c28de;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/0695566d-7d4f-4f5c-bd77-d25f220b2318-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;0695566d-7d4f-4f5c-bd77-d25f220b2318;https://data.awvvlaanderen.be/id/asset/0695566d-7d4f-4f5c-bd77-d25f220b2318-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
126;https://data.awvvlaanderen.be/id/asset/38e119fb-44c3-470c-a8bd-78d2feafaff0-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/69b9bd93-16eb-4440-8d1a-ef992f761245-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/38e119fb-44c3-470c-a8bd-78d2feafaff0-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/c5f98b71-8662-428a-a3e4-e04817d7994a-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': 'c5f98b71-8662-428a-a3e4-e04817d7994a-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '69b9bd93-16eb-4440-8d1a-ef992f761245-b25kZXJkZWVsI0JldmVzdGlnaW5n'};{'DtcIdentificator.identificator': '38e119fb-44c3-470c-a8bd-78d2feafaff0-b25kZXJkZWVsI05ldHdlcmtrYWFydA', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/38e119fb-44c3-470c-a8bd-78d2feafaff0-b25kZXJkZWVsI05ldHdlcmtrYWFydA;38e119fb-44c3-470c-a8bd-78d2feafaff0;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/c5f98b71-8662-428a-a3e4-e04817d7994a-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;c5f98b71-8662-428a-a3e4-e04817d7994a;https://data.awvvlaanderen.be/id/asset/c5f98b71-8662-428a-a3e4-e04817d7994a-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
131;https://data.awvvlaanderen.be/id/asset/41db682e-9087-401b-9761-00e11065213f-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/854b08b6-0bc5-4469-860b-e2e3b6760b00-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/41db682e-9087-401b-9761-00e11065213f-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/73812327-0bcb-4c22-9bc6-4a06887061d3-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.identificator': '73812327-0bcb-4c22-9bc6-4a06887061d3-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '854b08b6-0bc5-4469-860b-e2e3b6760b00-b25kZXJkZWVsI0JldmVzdGlnaW5n'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '41db682e-9087-401b-9761-00e11065213f-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/41db682e-9087-401b-9761-00e11065213f-b25kZXJkZWVsI05ldHdlcmtrYWFydA;41db682e-9087-401b-9761-00e11065213f;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/73812327-0bcb-4c22-9bc6-4a06887061d3-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;73812327-0bcb-4c22-9bc6-4a06887061d3;https://data.awvvlaanderen.be/id/asset/73812327-0bcb-4c22-9bc6-4a06887061d3-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
139;https://data.awvvlaanderen.be/id/asset/597586da-08fa-44a9-b6af-3cf8b9fd9702-b25kZXJkZWVsI05ldHdlcmtrYWFydA;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;https://data.awvvlaanderen.be/id/assetrelatie/32573081-5305-4030-b39d-c8a2c26215da-b25kZXJkZWVsI0JldmVzdGlnaW5n;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart', '@id': 'https://data.awvvlaanderen.be/id/asset/597586da-08fa-44a9-b6af-3cf8b9fd9702-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement', '@id': 'https://data.awvvlaanderen.be/id/asset/1ea63027-5a7a-497c-b947-b3955c27821c-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Bevestiging;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '1ea63027-5a7a-497c-b947-b3955c27821c-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '32573081-5305-4030-b39d-c8a2c26215da-b25kZXJkZWVsI0JldmVzdGlnaW5n'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '597586da-08fa-44a9-b6af-3cf8b9fd9702-b25kZXJkZWVsI05ldHdlcmtrYWFydA'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkkaart;https://data.awvvlaanderen.be/id/asset/597586da-08fa-44a9-b6af-3cf8b9fd9702-b25kZXJkZWVsI05ldHdlcmtrYWFydA;597586da-08fa-44a9-b6af-3cf8b9fd9702;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;https://data.awvvlaanderen.be/id/asset/1ea63027-5a7a-497c-b947-b3955c27821c-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;1ea63027-5a7a-497c-b947-b3955c27821c;https://data.awvvlaanderen.be/id/asset/1ea63027-5a7a-497c-b947-b3955c27821c-b25kZXJkZWVsI05ldHdlcmtlbGVtZW50;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#Netwerkelement;
