;bron.@id;bron.@type;@type;@id;RelatieObject.bron;RelatieObject.doel;RelatieObject.doelAssetId;RelatieObject.typeURI;RelatieObject.assetId;RelatieObject.bronAssetId;AIMDBStatus.isActief;RelatieObject.bron.@type;RelatieObject.bron.@id;RelatieObject.bron.uuid;RelatieObject.doel.@type;RelatieObject.doel.@id;RelatieObject.doel.uuid;doel.@id;doel.@type;doel.loc:Locatie.geometrie
143;https://data.awvvlaanderen.be/id/asset/784bf138-4d63-47f8-bcc8-6dae58a48d71-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;https://data.awvvlaanderen.be/id/assetrelatie/0e78f990-1215-47a0-be79-15f3bd6c7e09-b25kZXJkZWVsI0hvb3J0Qmlq;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB', '@id': 'https://data.awvvlaanderen.be/id/asset/784bf138-4d63-47f8-bcc8-6dae58a48d71-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};{'@type': 'https://lgc.data.wegenenverkeer.be/ns/installatie#LS', '@id': 'https://data.awvvlaanderen.be/id/asset/ba814e31-0d74-4310-b510-0d8dc4608783-bGdjOmluc3RhbGxhdGllI0xT'};{'DtcIdentificator.identificator': 'ba814e31-0d74-4310-b510-0d8dc4608783-bGdjOmluc3RhbGxhdGllI0xT', 'DtcIdentificator.toegekendDoor': 'AWV'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '0e78f990-1215-47a0-be79-15f3bd6c7e09-b25kZXJkZWVsI0hvb3J0Qmlq'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '784bf138-4d63-47f8-bcc8-6dae58a48d71-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://data.awvvlaanderen.be/id/asset/784bf138-4d63-47f8-bcc8-6dae58a48d71-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;784bf138-4d63-47f8-bcc8-6dae58a48d71;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;https://data.awvvlaanderen.be/id/asset/ba814e31-0d74-4310-b510-0d8dc4608783-bGdjOmluc3RhbGxhdGllI0xT;ba814e31-0d74-4310-b510-0d8dc4608783;https://data.awvvlaanderen.be/id/asset/ba814e31-0d74-4310-b510-0d8dc4608783-bGdjOmluc3RhbGxhdGllI0xT;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;
146;https://data.awvvlaanderen.be/id/asset/7b3bca8c-fe88-4c94-84d3-7cf3e59fd1b2-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;https://data.awvvlaanderen.be/id/assetrelatie/9ddc56ee-bdd9-4e53-89cb-c9945e4dedb6-b25kZXJkZWVsI0hvb3J0Qmlq;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB', '@id': 'https://data.awvvlaanderen.be/id/asset/7b3bca8c-fe88-4c94-84d3-7cf3e59fd1b2-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};{'@type': 'https://lgc.data.wegenenverkeer.be/ns/installatie#LS', '@id': 'https://data.awvvlaanderen.be/id/asset/2765ff05-8305-4d5d-b510-a56ad724e08a-bGdjOmluc3RhbGxhdGllI0xT'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '2765ff05-8305-4d5d-b510-a56ad724e08a-bGdjOmluc3RhbGxhdGllI0xT'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '9ddc56ee-bdd9-4e53-89cb-c9945e4dedb6-b25kZXJkZWVsI0hvb3J0Qmlq'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '7b3bca8c-fe88-4c94-84d3-7cf3e59fd1b2-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://data.awvvlaanderen.be/id/asset/7b3bca8c-fe88-4c94-84d3-7cf3e59fd1b2-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;7b3bca8c-fe88-4c94-84d3-7cf3e59fd1b2;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;https://data.awvvlaanderen.be/id/asset/2765ff05-8305-4d5d-b510-a56ad724e08a-bGdjOmluc3RhbGxhdGllI0xT;2765ff05-8305-4d5d-b510-a56ad724e08a;https://data.awvvlaanderen.be/id/asset/2765ff05-8305-4d5d-b510-a56ad724e08a-bGdjOmluc3RhbGxhdGllI0xT;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;
147;https://data.awvvlaanderen.be/id/asset/7bcb36c9-8e5d-426e-a66e-da96cd2d19ea-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;https://data.awvvlaanderen.be/id/assetrelatie/b5477176-9d0b-4990-b656-1179535625be-b25kZXJkZWVsI0hvb3J0Qmlq;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB', '@id': 'https://data.awvvlaanderen.be/id/asset/7bcb36c9-8e5d-426e-a66e-da96cd2d19ea-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};{'@type': 'https://lgc.data.wegenenverkeer.be/ns/installatie#LS', '@id': 'https://data.awvvlaanderen.be/id/asset/242ba021-9a2b-4043-a86f-8886d8b57552-bGdjOmluc3RhbGxhdGllI0xT'};{'DtcIdentificator.identificator': '242ba021-9a2b-4043-a86f-8886d8b57552-bGdjOmluc3RhbGxhdGllI0xT', 'DtcIdentificator.toegekendDoor': 'AWV'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': 'b5477176-9d0b-4990-b656-1179535625be-b25kZXJkZWVsI0hvb3J0Qmlq'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '7bcb36c9-8e5d-426e-a66e-da96cd2d19ea-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://data.awvvlaanderen.be/id/asset/7bcb36c9-8e5d-426e-a66e-da96cd2d19ea-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;7bcb36c9-8e5d-426e-a66e-da96cd2d19ea;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;https://data.awvvlaanderen.be/id/asset/242ba021-9a2b-4043-a86f-8886d8b57552-bGdjOmluc3RhbGxhdGllI0xT;242ba021-9a2b-4043-a86f-8886d8b57552;https://data.awvvlaanderen.be/id/asset/242ba021-9a2b-4043-a86f-8886d8b57552-bGdjOmluc3RhbGxhdGllI0xT;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;
154;https://data.awvvlaanderen.be/id/asset/856ade3e-947e-4a7a-8a33-8ad3e01011fe-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;https://data.awvvlaanderen.be/id/assetrelatie/5564159d-b119-4d75-8cb9-5f306558d41f-b25kZXJkZWVsI0hvb3J0Qmlq;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB', '@id': 'https://data.awvvlaanderen.be/id/asset/856ade3e-947e-4a7a-8a33-8ad3e01011fe-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};{'@type': 'https://lgc.data.wegenenverkeer.be/ns/installatie#LS', '@id': 'https://data.awvvlaanderen.be/id/asset/dba2a1e0-c776-414c-a66e-599e47d8094b-bGdjOmluc3RhbGxhdGllI0xT'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': 'dba2a1e0-c776-414c-a66e-599e47d8094b-bGdjOmluc3RhbGxhdGllI0xT'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '5564159d-b119-4d75-8cb9-5f306558d41f-b25kZXJkZWVsI0hvb3J0Qmlq'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '856ade3e-947e-4a7a-8a33-8ad3e01011fe-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://data.awvvlaanderen.be/id/asset/856ade3e-947e-4a7a-8a33-8ad3e01011fe-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;856ade3e-947e-4a7a-8a33-8ad3e01011fe;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;https://data.awvvlaanderen.be/id/asset/dba2a1e0-c776-414c-a66e-599e47d8094b-bGdjOmluc3RhbGxhdGllI0xT;dba2a1e0-c776-414c-a66e-599e47d8094b;https://data.awvvlaanderen.be/id/asset/dba2a1e0-c776-414c-a66e-599e47d8094b-bGdjOmluc3RhbGxhdGllI0xT;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;
173;https://data.awvvlaanderen.be/id/asset/b81c54d3-e973-4ef4-9a36-13803289dba9-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;https://data.awvvlaanderen.be/id/assetrelatie/847d7c6c-30ae-4e97-8a6b-fe556f80f3cf-b25kZXJkZWVsI0hvb3J0Qmlq;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB', '@id': 'https://data.awvvlaanderen.be/id/asset/b81c54d3-e973-4ef4-9a36-13803289dba9-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};{'@type': 'https://lgc.data.wegenenverkeer.be/ns/installatie#LS', '@id': 'https://data.awvvlaanderen.be/id/asset/1edfa788-dd02-45f4-8da8-55068f4ca447-bGdjOmluc3RhbGxhdGllI0xT'};{'DtcIdentificator.identificator': '1edfa788-dd02-45f4-8da8-55068f4ca447-bGdjOmluc3RhbGxhdGllI0xT', 'DtcIdentificator.toegekendDoor': 'AWV'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;{'DtcIdentificator.identificator': '847d7c6c-30ae-4e97-8a6b-fe556f80f3cf-b25kZXJkZWVsI0hvb3J0Qmlq', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': 'b81c54d3-e973-4ef4-9a36-13803289dba9-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://data.awvvlaanderen.be/id/asset/b81c54d3-e973-4ef4-9a36-13803289dba9-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;b81c54d3-e973-4ef4-9a36-13803289dba9;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;https://data.awvvlaanderen.be/id/asset/1edfa788-dd02-45f4-8da8-55068f4ca447-bGdjOmluc3RhbGxhdGllI0xT;1edfa788-dd02-45f4-8da8-55068f4ca447;https://data.awvvlaanderen.be/id/asset/1edfa788-dd02-45f4-8da8-55068f4ca447-bGdjOmluc3RhbGxhdGllI0xT;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;
174;https://data.awvvlaanderen.be/id/asset/b843b6a1-0d50-4f13-8167-834de3cf50eb-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;https://data.awvvlaanderen.be/id/assetrelatie/8f3e3df1-ff76-474d-bb6d-7d5d4c75f38e-b25kZXJkZWVsI0hvb3J0Qmlq;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB', '@id': 'https://data.awvvlaanderen.be/id/asset/b843b6a1-0d50-4f13-8167-834de3cf50eb-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};{'@type': 'https://lgc.data.wegenenverkeer.be/ns/installatie#LS', '@id': 'https://data.awvvlaanderen.be/id/asset/96676000-d21c-4fad-867f-7b5a6bcba8c9-bGdjOmluc3RhbGxhdGllI0xT'};{'DtcIdentificator.identificator': '96676000-d21c-4fad-867f-7b5a6bcba8c9-bGdjOmluc3RhbGxhdGllI0xT', 'DtcIdentificator.toegekendDoor': 'AWV'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '8f3e3df1-ff76-474d-bb6d-7d5d4c75f38e-b25kZXJkZWVsI0hvb3J0Qmlq'};{'DtcIdentificator.identificator': 'b843b6a1-0d50-4f13-8167-834de3cf50eb-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://data.awvvlaanderen.be/id/asset/b843b6a1-0d50-4f13-8167-834de3cf50eb-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;b843b6a1-0d50-4f13-8167-834de3cf50eb;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;https://data.awvvlaanderen.be/id/asset/96676000-d21c-4fad-867f-7b5a6bcba8c9-bGdjOmluc3RhbGxhdGllI0xT;96676000-d21c-4fad-867f-7b5a6bcba8c9;https://data.awvvlaanderen.be/id/asset/96676000-d21c-4fad-867f-7b5a6bcba8c9-bGdjOmluc3RhbGxhdGllI0xT;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;
191;https://data.awvvlaanderen.be/id/asset/dc5cf6a1-1098-4ce9-8802-75cf6a8f7992-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;https://data.awvvlaanderen.be/id/assetrelatie/37096fc9-8388-418c-afab-97ccc3e18375-b25kZXJkZWVsI0hvb3J0Qmlq;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB', '@id': 'https://data.awvvlaanderen.be/id/asset/dc5cf6a1-1098-4ce9-8802-75cf6a8f7992-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};{'@type': 'https://lgc.data.wegenenverkeer.be/ns/installatie#LS', '@id': 'https://data.awvvlaanderen.be/id/asset/bdf27f24-eebd-4aa7-9df4-252935d7c1f3-bGdjOmluc3RhbGxhdGllI0xT'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': 'bdf27f24-eebd-4aa7-9df4-252935d7c1f3-bGdjOmluc3RhbGxhdGllI0xT'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;{'DtcIdentificator.identificator': '37096fc9-8388-418c-afab-97ccc3e18375-b25kZXJkZWVsI0hvb3J0Qmlq', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': 'dc5cf6a1-1098-4ce9-8802-75cf6a8f7992-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://data.awvvlaanderen.be/id/asset/dc5cf6a1-1098-4ce9-8802-75cf6a8f7992-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;dc5cf6a1-1098-4ce9-8802-75cf6a8f7992;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;https://data.awvvlaanderen.be/id/asset/bdf27f24-eebd-4aa7-9df4-252935d7c1f3-bGdjOmluc3RhbGxhdGllI0xT;bdf27f24-eebd-4aa7-9df4-252935d7c1f3;https://data.awvvlaanderen.be/id/asset/bdf27f24-eebd-4aa7-9df4-252935d7c1f3-bGdjOmluc3RhbGxhdGllI0xT;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;
194;https://data.awvvlaanderen.be/id/asset/e46b6426-ea5e-4f5b-a9af-66e631d8d402-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;https://data.awvvlaanderen.be/id/assetrelatie/8d17d3a8-eea2-4eb6-bcbb-0543ee727e3d-b25kZXJkZWVsI0hvb3J0Qmlq;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB', '@id': 'https://data.awvvlaanderen.be/id/asset/e46b6426-ea5e-4f5b-a9af-66e631d8d402-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};{'@type': 'https://lgc.data.wegenenverkeer.be/ns/installatie#LS', '@id': 'https://data.awvvlaanderen.be/id/asset/aac793ff-7057-4422-963d-dcdf37973732-bGdjOmluc3RhbGxhdGllI0xT'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': 'aac793ff-7057-4422-963d-dcdf37973732-bGdjOmluc3RhbGxhdGllI0xT'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '8d17d3a8-eea2-4eb6-bcbb-0543ee727e3d-b25kZXJkZWVsI0hvb3J0Qmlq'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': 'e46b6426-ea5e-4f5b-a9af-66e631d8d402-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://data.awvvlaanderen.be/id/asset/e46b6426-ea5e-4f5b-a9af-66e631d8d402-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;e46b6426-ea5e-4f5b-a9af-66e631d8d402;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;https://data.awvvlaanderen.be/id/asset/aac793ff-7057-4422-963d-dcdf37973732-bGdjOmluc3RhbGxhdGllI0xT;aac793ff-7057-4422-963d-dcdf37973732;https://data.awvvlaanderen.be/id/asset/aac793ff-7057-4422-963d-dcdf37973732-bGdjOmluc3RhbGxhdGllI0xT;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;
202;https://data.awvvlaanderen.be/id/asset/0679fc6a-d549-4eb6-8606-03edab486aae-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;https://data.awvvlaanderen.be/id/assetrelatie/66ede0ab-dd99-4b37-9b2a-d8e2832f086a-b25kZXJkZWVsI0hvb3J0Qmlq;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB', '@id': 'https://data.awvvlaanderen.be/id/asset/0679fc6a-d549-4eb6-8606-03edab486aae-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};{'@type': 'https://lgc.data.wegenenverkeer.be/ns/installatie#LS', '@id': 'https://data.awvvlaanderen.be/id/asset/f75de5a9-070f-4eda-ad40-f0df226afbb0-bGdjOmluc3RhbGxhdGllI0xT'};{'DtcIdentificator.identificator': 'f75de5a9-070f-4eda-ad40-f0df226afbb0-bGdjOmluc3RhbGxhdGllI0xT', 'DtcIdentificator.toegekendDoor': 'AWV'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;{'DtcIdentificator.identificator': '66ede0ab-dd99-4b37-9b2a-d8e2832f086a-b25kZXJkZWVsI0hvb3J0Qmlq', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '0679fc6a-d549-4eb6-8606-03edab486aae-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://data.awvvlaanderen.be/id/asset/0679fc6a-d549-4eb6-8606-03edab486aae-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;0679fc6a-d549-4eb6-8606-03edab486aae;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;https://data.awvvlaanderen.be/id/asset/f75de5a9-070f-4eda-ad40-f0df226afbb0-bGdjOmluc3RhbGxhdGllI0xT;f75de5a9-070f-4eda-ad40-f0df226afbb0;https://data.awvvlaanderen.be/id/asset/f75de5a9-070f-4eda-ad40-f0df226afbb0-bGdjOmluc3RhbGxhdGllI0xT;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;
204;https://data.awvvlaanderen.be/id/asset/0877c627-252d-438a-9747-0d4a430e5a78-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;https://data.awvvlaanderen.be/id/assetrelatie/320945f3-fd4c-4e03-a2ee-50d7d23eefc2-b25kZXJkZWVsI0hvb3J0Qmlq;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB', '@id': 'https://data.awvvlaanderen.be/id/asset/0877c627-252d-438a-9747-0d4a430e5a78-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};{'@type': 'https://lgc.data.wegenenverkeer.be/ns/installatie#LS', '@id': 'https://data.awvvlaanderen.be/id/asset/ab9cd812-6a6f-46e8-895f-fa0d62454e65-bGdjOmluc3RhbGxhdGllI0xT'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': 'ab9cd812-6a6f-46e8-895f-fa0d62454e65-bGdjOmluc3RhbGxhdGllI0xT'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '320945f3-fd4c-4e03-a2ee-50d7d23eefc2-b25kZXJkZWVsI0hvb3J0Qmlq'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '0877c627-252d-438a-9747-0d4a430e5a78-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://data.awvvlaanderen.be/id/asset/0877c627-252d-438a-9747-0d4a430e5a78-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;0877c627-252d-438a-9747-0d4a430e5a78;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;https://data.awvvlaanderen.be/id/asset/ab9cd812-6a6f-46e8-895f-fa0d62454e65-bGdjOmluc3RhbGxhdGllI0xT;ab9cd812-6a6f-46e8-895f-fa0d62454e65;https://data.awvvlaanderen.be/id/asset/ab9cd812-6a6f-46e8-895f-fa0d62454e65-bGdjOmluc3RhbGxhdGllI0xT;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;
206;https://data.awvvlaanderen.be/id/asset/0ae2a783-a516-4f13-b408-401216eb7ef6-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;https://data.awvvlaanderen.be/id/assetrelatie/5039d208-1eed-4954-b61e-3511dbef82e1-b25kZXJkZWVsI0hvb3J0Qmlq;{'@type': 'https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB', '@id': 'https://data.awvvlaanderen.be/id/asset/0ae2a783-a516-4f13-b408-401216eb7ef6-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg'};{'@type': 'https://lgc.data.wegenenverkeer.be/ns/installatie#LS', '@id': 'https://data.awvvlaanderen.be/id/asset/37955827-5c31-4282-bcda-3a53c9d09910-bGdjOmluc3RhbGxhdGllI0xT'};{'DtcIdentificator.toegekendDoor': 'AWV', 'DtcIdentificator.identificator': '37955827-5c31-4282-bcda-3a53c9d09910-bGdjOmluc3RhbGxhdGllI0xT'};https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#HoortBij;{'DtcIdentificator.identificator': '5039d208-1eed-4954-b61e-3511dbef82e1-b25kZXJkZWVsI0hvb3J0Qmlq', 'DtcIdentificator.toegekendDoor': 'AWV'};{'DtcIdentificator.identificator': '0ae2a783-a516-4f13-b408-401216eb7ef6-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg', 'DtcIdentificator.toegekendDoor': 'AWV'};True;https://wegenenverkeer.data.vlaanderen.be/ns/onderdeel#EnergiemeterDNB;https://data.awvvlaanderen.be/id/asset/0ae2a783-a516-4f13-b408-401216eb7ef6-b25kZXJkZWVsI0VuZXJnaWVtZXRlckROQg;0ae2a783-a516-4f13-b408-401216eb7ef6;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;https://data.awvvlaanderen.be/id/asset/37955827-5c31-4282-bcda-3a53c9d09910-bGdjOmluc3RhbGxhdGllI0xT;37955827-5c31-4282-bcda-3a53c9d09910;https://data.awvvlaanderen.be/id/asset/37955827-5c31-4282-bcda-3a53c9d09910-bGdjOmluc3RhbGxhdGllI0xT;https://lgc.data.wegenenverkeer.be/ns/installatie#LS;
